Clientes: 25
Máquinas: 2
Tiempos de procesamiento: 
79	23	98	94	50	14	57	96	93	17	27	26	9	47	39	48	22	25	3	76	25	12	95	87	93	69	
Tiempos de preparación: 
0	6	82	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	77	79	66	
99	0	60	94	29	66	94	75	52	33	40	99	75	59	69	1	75	69	18	51	19	40	38	30	19	31	
66	37	0	6	18	29	9	87	49	66	81	77	31	73	51	82	7	88	79	79	47	48	79	20	15	94	
73	70	33	0	34	6	61	51	37	97	56	52	24	63	39	70	27	19	46	55	91	96	37	95	84	16	
79	75	29	61	0	52	49	73	47	19	5	80	23	65	29	57	60	85	9	84	46	48	54	70	64	99	
34	26	55	95	60	0	51	77	74	24	7	33	75	55	7	20	71	11	1	93	73	27	50	33	12	59	
70	17	55	5	71	26	0	68	68	49	21	62	9	69	39	80	92	45	14	66	99	18	85	69	26	83	
82	62	98	11	11	31	20	0	69	46	73	71	15	96	37	82	45	57	42	51	27	81	32	17	24	43	
14	82	22	58	66	90	83	49	0	50	79	57	60	8	77	27	53	50	97	67	46	34	48	88	89	89	
89	39	14	70	68	30	92	9	11	0	14	64	76	2	47	25	51	24	82	12	32	57	36	84	5	32	
9	50	48	63	97	36	52	86	74	65	0	55	41	95	47	47	6	58	12	79	59	56	4	8	80	83	
85	17	12	38	53	93	42	84	43	89	47	0	40	23	97	25	95	62	79	36	55	24	82	58	79	93	
8	37	36	50	39	43	28	20	58	39	58	11	0	30	97	92	73	85	37	11	8	34	35	3	94	12	
35	36	49	35	17	8	14	8	42	49	57	80	90	0	82	98	48	21	56	56	49	51	48	20	34	84	
93	30	40	17	65	40	11	74	76	57	10	90	62	21	0	97	5	68	53	82	58	35	80	6	54	34	
41	59	3	85	7	22	17	88	51	56	3	14	94	13	86	0	68	70	95	58	32	14	55	34	81	6	
74	17	37	41	96	40	94	29	98	94	12	5	16	28	91	64	0	82	93	76	76	5	62	44	72	55	
30	2	2	68	54	36	48	60	50	84	1	44	25	92	72	23	86	0	83	26	99	10	17	61	91	8	
34	35	67	12	96	9	81	49	10	83	18	61	17	63	21	66	47	19	0	10	71	9	80	94	92	61	
23	20	91	70	34	51	59	41	85	24	51	80	32	30	29	39	13	44	1	0	29	7	19	92	54	36	
9	1	23	44	80	17	37	41	34	26	10	67	76	66	7	60	90	55	40	22	0	84	66	59	95	9	
22	59	24	13	75	17	64	11	15	87	55	94	2	91	33	36	15	40	1	91	7	0	5	49	96	57	
77	86	16	40	52	74	35	58	31	56	71	5	70	35	15	84	20	69	78	22	58	10	0	55	71	49	
91	53	60	53	58	9	49	13	94	63	52	46	35	84	3	64	41	73	68	11	6	82	93	0	26	50	
44	71	45	6	78	99	76	26	50	36	78	6	44	26	19	38	86	68	82	21	53	84	84	91	0	55	
71	52	99	60	33	92	83	82	62	28	87	40	25	64	63	73	99	42	78	42	65	94	79	51	63	0	
