Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	5	59	93	61	37	47	94	14	30	70	78	53	88	62	57	57	70	78	65	59	
Tiempos de preparación: 
0	39	85	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	
90	0	74	6	11	45	70	54	96	76	49	16	57	31	84	92	48	21	74	38	43	
52	40	0	60	36	93	103	74	24	107	36	25	69	108	98	10	119	18	79	48	49	
83	30	33	0	124	22	123	83	113	106	39	122	80	81	38	15	53	6	117	2	29	
3	100	97	113	0	104	80	87	113	10	40	4	118	89	93	86	88	115	84	107	39	
72	1	21	37	80	0	38	10	94	26	15	23	87	103	58	59	27	37	74	49	85	
70	84	89	88	77	113	0	117	98	12	107	57	54	81	57	11	53	73	48	62	42	
69	73	76	64	35	114	121	0	29	17	93	102	65	54	121	89	77	9	77	69	106	
62	25	111	38	78	68	31	88	0	56	103	71	118	80	79	5	80	49	119	12	77	
5	71	105	55	71	94	51	36	46	0	60	48	51	41	72	37	15	86	40	105	49	
103	96	19	120	89	98	10	93	53	59	0	23	65	11	93	105	1	100	74	112	11	
12	55	107	118	105	83	2	78	97	87	117	0	13	71	24	31	2	48	65	12	77	
44	117	70	99	117	16	4	97	17	103	106	4	0	49	37	110	42	17	4	43	94	
63	37	65	23	49	12	106	16	73	30	80	84	106	0	72	89	16	1	105	19	33	
76	121	57	15	60	105	111	105	83	63	108	61	93	20	0	62	115	5	73	32	20	
27	81	61	99	41	102	106	65	54	106	45	8	75	101	65	0	89	36	105	11	76	
107	123	73	120	60	41	15	121	91	19	5	123	38	21	119	72	0	61	97	54	2	
39	86	95	106	93	45	83	93	69	54	74	79	6	8	28	1	67	0	68	75	123	
104	35	30	63	93	3	84	87	75	80	119	64	17	80	34	123	49	79	0	17	77	
1	23	70	26	102	11	94	65	11	96	8	22	95	102	51	93	70	113	112	0	33	
53	63	4	87	2	20	43	96	78	27	50	94	103	8	40	65	45	110	34	109	0	
