Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	35	37	7	45	62	41	76	98	14	29	14	29	39	11	9	90	54	42	72	51	
Tiempos de preparación: 
0	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	
77	0	38	10	60	47	9	76	32	15	6	41	20	95	92	54	96	46	80	47	26	
79	23	0	94	39	78	73	56	92	80	1	46	74	81	83	81	41	28	87	15	59	
66	99	20	0	99	18	15	91	71	12	35	52	56	59	74	48	95	50	21	51	42	
99	98	49	87	0	70	30	68	49	68	96	36	83	55	36	3	53	51	18	44	22	
66	27	77	71	82	0	36	43	30	31	92	49	80	34	45	29	19	16	59	87	64	
73	27	81	98	8	36	0	32	11	86	82	26	31	2	52	6	73	32	41	16	59	
79	69	7	6	49	40	51	0	78	57	64	35	42	28	59	23	24	67	56	55	77	
34	43	35	1	71	37	50	76	0	10	81	15	23	38	83	29	44	31	67	92	9	
70	24	56	41	65	81	99	85	6	0	66	41	60	41	83	95	41	52	30	88	28	
82	39	67	42	59	6	24	88	47	54	0	53	39	60	76	94	1	39	75	99	24	
14	78	64	62	39	5	44	32	44	95	59	0	30	24	97	97	63	54	1	84	40	
89	47	38	92	83	97	66	77	95	3	50	95	0	24	29	57	86	65	61	30	94	
9	3	25	53	33	46	48	28	8	2	28	91	40	0	74	30	32	57	25	96	32	
85	21	98	79	14	23	8	70	7	70	29	36	64	30	0	58	15	60	3	62	87	
8	10	62	15	1	2	86	28	31	43	51	27	72	69	24	0	51	80	44	57	50	
35	50	27	76	83	89	4	39	4	63	41	64	50	50	24	62	0	49	25	48	74	
93	53	88	25	80	60	93	2	12	73	45	66	21	94	92	95	75	0	79	98	14	
41	81	62	55	43	10	3	66	72	51	88	20	24	41	7	48	19	66	0	40	20	
74	75	11	64	41	32	56	32	27	31	9	23	45	89	84	97	30	92	99	0	95	
30	64	49	81	81	72	23	87	18	39	52	57	57	27	68	19	66	97	75	95	0	
