Clientes: 25
Máquinas: 2
Tiempos de procesamiento: 
79	8	72	68	36	25	17	16	64	60	28	13	55	77	94	84	45	46	7	31	2	56	14	4	86	54	
Tiempos de preparación: 
0	6	82	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	77	79	66	
99	0	72	64	6	25	88	82	37	82	44	19	9	86	10	53	2	14	65	30	54	64	83	10	82	94	
66	77	0	83	70	63	44	22	75	14	84	80	38	72	60	72	52	5	90	59	88	97	12	89	11	76	
73	20	64	0	38	1	72	18	94	49	1	63	10	44	84	84	57	66	62	92	38	23	64	88	25	54	
79	47	13	49	0	58	1	60	32	20	22	69	18	91	87	10	40	85	72	50	28	55	32	82	21	94	
34	75	57	17	39	0	43	41	91	89	51	40	45	51	97	74	68	18	43	85	9	28	93	47	12	65	
70	94	39	20	26	21	0	39	20	93	95	34	33	38	72	22	25	22	59	69	72	57	41	39	72	81	
82	22	80	10	15	27	19	0	80	21	57	97	45	75	36	64	69	29	96	99	64	66	19	88	87	77	
14	55	60	34	95	96	6	77	0	18	84	84	33	11	3	11	30	57	8	74	30	42	36	96	70	32	
89	95	35	96	12	23	83	89	76	0	41	21	71	37	25	46	53	9	30	85	17	30	93	46	86	1	
9	18	17	42	54	11	11	83	7	45	0	79	16	65	61	5	41	2	26	11	37	48	56	89	56	86	
85	72	70	16	65	15	1	63	32	15	6	0	83	25	14	65	29	58	42	45	23	3	49	62	3	72	
8	72	39	18	28	28	73	12	99	42	26	62	0	56	26	25	85	40	28	69	64	41	32	93	98	73	
35	38	20	74	84	81	76	55	51	13	72	76	38	0	44	88	35	85	14	96	39	37	21	24	76	49	
93	90	38	87	22	31	86	93	66	4	67	49	82	41	0	2	31	53	71	7	90	15	92	23	97	6	
41	19	36	42	37	58	16	83	48	54	71	70	82	55	61	0	47	58	28	93	38	66	92	68	17	63	
74	74	7	78	67	29	73	70	45	10	11	81	67	24	65	13	0	75	34	80	56	88	41	3	44	66	
30	93	81	32	85	47	48	48	19	52	24	85	78	97	54	23	5	0	62	3	69	85	65	81	61	98	
34	62	17	86	3	17	30	69	8	9	98	92	55	47	38	73	96	62	0	57	75	57	11	95	61	72	
23	95	30	55	60	9	16	58	70	30	44	71	46	71	38	53	79	36	43	0	32	80	81	4	77	41	
9	60	50	97	68	43	56	38	39	83	92	98	91	7	57	60	34	98	31	78	0	70	68	29	47	2	
22	72	77	82	51	80	57	91	38	5	86	4	47	42	41	85	23	31	82	12	35	0	37	71	69	35	
77	99	47	3	65	75	48	67	45	23	47	95	3	4	84	38	8	68	41	52	8	79	0	36	30	10	
91	18	42	43	52	13	12	86	11	56	87	75	29	33	42	74	55	88	67	55	89	52	92	0	96	20	
44	33	47	28	12	82	55	19	97	96	61	49	8	70	35	18	26	20	92	55	52	33	29	7	0	21	
71	95	61	11	45	51	5	63	83	51	88	92	31	43	12	28	38	70	76	43	41	10	58	66	29	0	
