Clientes: 15
Máquinas: 8
Tiempos de procesamiento: 
79	30	52	68	34	80	64	85	99	57	6	8	14	28	35	7	
Tiempos de preparación: 
0	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	
11	0	21	16	22	35	48	41	36	14	2	26	44	17	16	38	
44	2	0	4	47	46	11	28	22	39	12	49	28	15	11	46	
33	34	17	0	49	5	38	26	39	41	17	30	10	24	12	4	
35	40	27	46	0	46	35	49	47	1	27	20	40	43	24	18	
36	13	34	19	2	0	6	18	12	43	44	6	34	16	36	43	
41	39	47	3	35	29	0	48	31	14	47	29	15	29	4	10	
25	27	32	27	44	16	2	0	46	26	24	8	20	23	18	9	
11	39	4	3	33	6	5	18	0	34	8	49	4	11	33	23	
20	44	36	32	27	18	14	21	38	0	15	22	14	44	34	38	
33	17	3	47	11	6	49	44	12	9	0	12	1	21	16	4	
21	36	48	26	31	39	13	8	7	27	33	0	49	41	6	19	
5	40	39	7	8	41	4	23	3	8	22	19	0	21	34	24	
40	42	5	28	28	9	9	14	47	22	26	10	48	0	10	9	
23	44	15	32	35	9	39	47	6	42	25	8	6	47	0	31	
38	26	36	5	23	40	37	7	4	46	20	2	23	2	16	0	
