Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	74	55	39	41	14	92	61	28	53	12	91	2	61	67	74	65	49	94	65	59	
Tiempos de preparación: 
0	39	85	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	
90	0	111	44	43	13	56	68	37	14	92	108	111	82	58	10	27	108	106	38	101	
52	100	0	105	117	41	6	88	124	27	106	113	37	101	99	80	20	111	71	23	84	
83	20	114	0	67	66	71	60	75	98	44	117	71	20	28	111	72	68	116	96	67	
3	19	13	116	0	55	114	90	70	69	77	76	91	36	95	16	38	37	23	33	47	
72	120	12	39	2	0	91	3	112	99	6	104	70	9	58	82	124	48	7	89	117	
70	75	101	4	101	72	0	98	117	45	70	15	78	53	70	25	27	71	116	29	118	
69	90	35	33	95	43	90	0	52	42	13	119	66	65	5	43	68	106	114	102	34	
62	35	107	108	48	35	53	72	0	62	59	123	26	52	24	60	85	118	38	110	106	
5	79	123	100	81	123	104	123	67	0	21	48	44	54	18	86	37	1	121	25	73	
103	118	83	7	19	71	31	79	91	84	0	52	76	65	7	10	100	23	9	16	21	
12	11	36	4	114	90	22	75	62	22	71	0	87	30	64	105	97	19	51	63	97	
44	77	82	84	89	83	26	98	58	48	42	73	0	4	52	45	8	41	70	89	116	
63	7	46	122	29	12	62	10	108	80	120	106	112	0	9	63	71	97	21	33	6	
76	15	80	48	23	84	99	67	27	76	12	115	67	79	0	96	64	43	107	61	52	
27	26	76	108	67	123	116	6	6	24	86	38	29	100	117	0	76	123	12	111	65	
107	38	122	13	88	124	27	60	123	69	102	60	121	4	71	40	0	70	6	91	11	
39	11	114	97	108	78	72	36	90	70	48	76	71	21	9	83	109	0	8	109	104	
104	6	113	81	1	109	20	8	84	26	13	50	36	83	99	68	66	53	0	76	101	
1	18	81	84	29	27	41	37	45	25	104	89	64	109	78	20	46	122	40	0	53	
53	82	1	65	67	96	83	102	40	24	30	115	60	107	71	80	71	34	120	43	0	
