Clientes: 15
Máquinas: 6
Tiempos de procesamiento: 
79	14	24	99	12	58	28	15	94	91	59	63	98	34	6	5	
Tiempos de preparación: 
0	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	
15	0	27	32	37	10	44	14	47	3	2	17	16	46	10	40	
47	3	0	32	22	6	3	46	4	42	6	36	26	1	7	35	
11	21	11	0	12	4	42	4	18	36	18	15	43	24	31	14	
44	21	40	4	0	23	27	26	29	29	27	37	22	37	28	3	
33	38	35	38	14	0	45	49	17	42	8	35	34	25	5	27	
35	49	41	41	25	36	0	49	47	14	30	31	42	8	19	19	
36	44	2	22	37	36	10	0	2	36	14	23	34	21	13	18	
41	2	18	49	1	9	45	25	0	49	45	27	13	30	14	11	
25	42	37	29	42	38	1	29	30	0	15	35	16	28	9	49	
11	5	26	22	6	43	22	11	7	17	0	40	7	17	22	24	
20	3	35	34	44	22	14	36	11	19	21	0	40	34	6	11	
33	17	19	11	21	45	37	31	43	9	41	1	0	31	36	12	
21	3	9	35	5	43	20	5	16	38	45	31	7	0	16	21	
5	45	27	31	13	1	46	38	1	34	20	49	47	16	0	5	
40	33	3	16	41	11	6	1	4	25	5	24	13	6	5	0	
