Clientes: 25
Máquinas: 8
Tiempos de procesamiento: 
79	87	30	57	89	46	38	39	36	17	6	3	95	10	32	88	60	74	6	14	26	32	81	97	89	94	
Tiempos de preparación: 
0	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	41	25	11	20	33	
21	0	1	42	3	14	31	12	20	4	18	11	21	16	38	39	4	23	32	36	48	26	15	45	44	30	
5	16	0	29	27	14	43	14	1	43	11	3	12	41	19	32	44	36	47	20	7	40	10	15	14	41	
40	7	17	0	17	21	18	11	7	33	44	33	2	37	2	2	36	12	9	3	4	33	39	3	19	37	
23	23	31	27	0	32	1	45	23	7	18	44	33	35	10	44	23	4	32	25	46	34	31	37	1	45	
38	44	9	28	34	0	12	2	26	34	37	8	21	38	4	48	44	26	42	32	11	7	26	33	10	14	
12	13	11	47	44	3	0	3	44	47	12	22	31	23	28	12	12	16	19	32	4	22	30	3	3	27	
21	35	13	33	16	46	47	0	29	14	9	31	8	16	34	7	13	45	33	48	23	12	10	39	32	29	
10	21	35	6	6	42	9	32	0	32	26	15	48	22	12	32	41	25	14	48	41	3	11	9	3	43	
23	8	25	5	22	19	36	6	39	0	26	12	49	19	25	31	6	1	1	4	28	12	41	19	42	10	
10	22	33	12	32	46	14	31	4	43	0	35	31	12	27	36	6	8	3	5	31	27	40	37	33	40	
43	45	11	7	36	34	4	45	11	41	7	0	43	38	25	24	41	23	14	27	39	45	14	44	9	21	
29	4	39	4	48	26	36	43	27	2	6	13	0	40	9	9	1	1	20	48	38	1	22	34	23	41	
44	17	13	41	30	12	49	6	21	39	9	19	20	0	49	18	46	1	23	15	45	36	23	46	36	47	
5	44	29	47	22	19	21	18	35	38	9	20	5	9	0	25	25	3	39	49	27	38	17	29	44	44	
6	43	39	30	21	35	22	18	35	1	21	7	19	46	24	0	9	34	32	28	38	45	4	19	3	42	
27	18	30	35	39	9	29	33	2	19	13	22	9	34	44	43	0	40	15	5	14	11	28	23	49	16	
10	1	43	16	9	12	19	6	29	48	41	23	12	25	6	13	43	0	23	39	8	13	38	1	3	9	
28	6	16	19	38	38	24	9	44	17	25	3	28	43	14	12	46	5	0	39	8	29	44	25	28	17	
17	19	40	29	12	45	36	20	1	3	39	44	45	18	3	44	34	27	3	0	17	25	16	33	26	25	
29	22	33	4	21	13	36	42	36	26	22	48	22	13	18	27	20	12	26	16	0	34	29	15	18	11	
25	17	39	36	32	27	12	7	48	1	16	24	18	7	17	10	38	38	8	10	1	0	30	41	21	47	
33	18	41	31	46	11	5	12	28	43	47	15	21	15	27	24	20	47	48	42	4	15	0	2	41	8	
28	9	6	13	44	47	38	41	15	34	27	16	45	31	27	28	30	30	42	6	49	24	29	0	19	21	
13	32	11	30	2	18	21	9	31	32	27	25	29	20	21	48	5	48	19	5	34	1	32	14	0	30	
18	29	19	34	4	4	3	29	40	19	9	42	36	35	6	17	17	37	47	1	8	18	48	12	21	0	
