Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	65	94	58	16	52	11	18	27	75	97	6	45	16	27	85	
Tiempos de preparación: 
0	99	15	39	85	65	48	109	88	77	83	15	75	59	95	99	
118	0	103	22	18	114	82	27	24	124	78	93	56	41	57	11	
3	37	0	15	99	49	72	32	91	2	119	82	52	97	17	47	
121	104	22	0	83	18	43	36	7	124	62	91	60	15	59	51	
11	115	115	61	0	28	66	95	12	13	2	102	74	121	60	2	
62	93	12	108	8	0	34	2	85	12	37	27	12	98	117	71	
50	49	51	57	99	102	0	118	2	43	24	13	115	86	51	64	
25	82	46	65	110	117	109	0	53	86	110	73	98	23	99	109	
90	56	92	115	40	78	107	15	0	55	36	16	33	60	89	23	
52	21	75	87	38	120	87	23	112	0	71	11	74	57	83	107	
83	15	117	91	6	20	17	46	98	59	0	60	88	95	11	121	
3	30	35	19	50	109	41	23	40	4	45	0	28	74	115	37	
72	66	9	19	16	1	45	22	81	121	67	54	0	55	62	77	
70	25	8	73	114	103	28	39	87	68	61	3	71	0	41	90	
69	81	91	2	82	35	80	98	36	124	55	116	56	57	0	105	
62	110	118	57	71	61	66	60	39	93	35	62	96	31	124	0	
