Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	87	88	42	49	44	15	81	12	41	82	3	88	23	28	15	
Tiempos de preparación: 
0	6	30	7	3	34	17	43	22	11	34	34	2	30	7	26	
28	0	27	9	10	35	37	20	21	29	22	11	16	14	17	26	
6	29	0	45	44	44	24	43	36	9	45	33	6	24	35	40	
18	26	39	0	48	3	3	13	42	40	32	18	19	4	34	35	
40	23	6	16	0	2	1	10	45	24	9	32	33	9	15	43	
15	33	5	33	14	0	48	36	16	2	48	13	41	35	36	15	
47	38	20	5	11	25	0	25	18	31	40	13	5	48	49	42	
11	7	19	35	44	24	23	0	8	22	14	28	28	17	41	19	
44	2	32	39	45	2	48	11	0	31	29	28	17	19	46	22	
33	17	45	19	28	20	10	23	43	0	37	30	20	2	9	48	
35	23	5	22	25	36	16	25	42	15	0	35	28	43	19	45	
36	17	15	22	38	15	45	16	34	5	43	0	32	42	29	8	
41	48	42	6	21	46	32	45	37	48	20	34	0	18	11	12	
25	16	29	12	32	48	38	25	13	34	40	3	38	0	39	34	
11	35	18	41	33	10	2	5	11	34	5	3	32	30	0	36	
20	5	40	47	20	24	15	2	22	3	26	34	41	21	36	0	
