Clientes: 15
Máquinas: 8
Tiempos de procesamiento: 
79	40	5	76	88	13	24	8	70	46	3	88	71	64	43	45	
Tiempos de preparación: 
0	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	
25	0	29	16	45	103	17	56	38	121	24	69	40	9	105	72	
90	61	0	82	109	112	4	80	81	28	65	107	63	97	69	35	
52	102	29	0	15	7	45	59	45	61	50	83	117	74	87	32	
83	18	67	39	0	78	24	84	2	87	39	18	115	104	124	113	
3	12	68	83	49	0	33	97	115	13	32	96	9	81	54	1	
72	90	16	33	107	19	0	7	121	102	90	122	65	5	15	115	
70	44	75	103	115	78	121	0	39	110	93	90	58	60	61	66	
69	77	50	67	42	65	35	85	0	83	41	81	121	67	78	61	
62	7	28	51	50	38	89	100	116	0	85	74	37	113	39	95	
5	49	35	36	1	84	38	102	85	72	0	62	103	49	18	99	
103	115	31	35	121	119	21	106	32	45	17	0	83	65	90	120	
12	54	65	26	102	99	121	38	59	95	15	19	0	102	77	121	
44	26	30	32	76	61	66	8	55	23	49	22	67	0	65	105	
63	68	31	36	121	31	61	34	5	117	71	123	87	21	0	77	
76	1	33	74	26	63	105	38	123	106	105	113	4	30	10	0	
