Clientes: 25
Máquinas: 2
Tiempos de procesamiento: 
79	43	12	92	11	82	66	89	60	22	10	9	32	4	95	57	76	56	87	10	74	2	5	54	78	70	
Tiempos de preparación: 
0	6	30	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	
36	0	17	35	35	16	33	31	28	31	21	10	16	37	25	43	41	39	46	11	3	33	9	46	19	7	
41	38	0	35	49	10	13	10	11	29	49	45	1	32	27	33	18	3	42	33	39	18	31	36	12	28	
25	2	14	0	11	10	15	34	21	3	19	25	12	36	39	27	21	38	23	21	20	5	9	43	7	6	
11	26	1	23	0	13	36	34	45	37	3	11	2	22	44	22	24	13	47	40	49	36	18	20	25	45	
20	45	49	49	4	0	42	11	9	24	11	37	36	47	26	31	39	34	46	41	6	40	13	35	3	15	
33	25	7	7	47	26	0	31	42	26	35	46	29	33	7	43	7	18	30	47	20	11	33	9	44	29	
21	49	1	19	18	35	26	0	32	15	33	38	13	9	24	5	40	10	2	19	42	13	17	4	30	46	
5	1	49	8	33	14	7	12	0	13	7	35	30	46	11	18	12	43	11	24	8	35	28	47	49	34	
40	21	41	3	38	49	32	39	49	0	37	2	37	1	9	4	18	15	38	4	12	48	21	23	42	36	
23	46	5	21	29	2	20	19	27	16	0	21	15	15	8	5	19	49	6	6	5	19	9	23	34	2	
38	31	1	1	7	28	47	42	29	2	14	0	13	8	38	31	34	10	7	5	29	20	9	48	19	19	
12	9	24	38	23	2	27	24	32	32	29	43	0	10	26	35	38	32	4	1	44	42	37	34	2	48	
21	38	30	18	2	33	42	25	42	21	13	20	22	0	44	43	9	26	28	2	35	4	41	28	41	45	
10	34	40	37	21	24	43	24	12	28	47	18	17	39	0	43	14	15	11	33	36	6	31	49	31	9	
23	6	22	18	46	49	14	46	33	4	38	9	28	31	33	0	44	15	30	13	31	24	6	44	38	16	
10	27	29	26	13	33	13	22	43	34	44	39	38	8	36	27	0	11	24	40	38	11	23	33	25	8	
43	1	11	36	6	5	29	26	36	8	3	48	45	20	20	38	4	0	19	28	46	26	19	23	37	47	
29	14	30	13	41	18	42	5	18	3	45	28	7	25	10	47	37	17	0	46	33	36	21	21	44	40	
44	4	40	16	27	19	3	25	37	38	42	33	6	35	37	29	42	38	7	0	5	13	16	2	49	37	
5	47	32	23	19	4	17	9	7	8	29	34	31	32	14	18	25	11	1	30	0	45	43	9	38	31	
6	21	42	48	41	43	47	29	46	35	2	15	43	24	28	5	36	7	38	17	43	0	7	39	18	18	
27	39	4	18	37	12	11	23	37	8	21	29	7	19	8	3	9	14	22	2	37	5	0	6	23	11	
10	49	44	10	6	33	27	28	28	35	2	15	3	12	38	39	25	14	18	31	32	30	38	0	45	44	
28	15	46	36	19	3	15	34	2	9	43	12	47	26	45	25	11	46	44	13	13	37	3	42	0	2	
17	25	23	38	6	16	34	5	30	30	40	4	37	10	38	38	24	31	6	21	12	1	1	23	2	0	
