Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
30	91	38	60	11	28	70	72	52	38	43	5	12	30	18	53	
Tiempos de preparación: 
0	49	1	45	33	27	9	43	7	40	7	3	33	48	12	47	
39	0	49	17	40	35	15	9	21	18	26	25	27	36	11	34	
45	49	0	24	30	49	31	25	2	3	20	27	49	22	38	6	
20	6	44	0	18	5	12	8	39	26	17	15	48	47	45	26	
24	33	6	15	0	37	29	1	36	11	30	42	13	6	19	12	
37	27	12	17	32	0	7	39	36	18	47	30	48	19	44	2	
24	16	39	32	4	45	0	3	40	24	8	31	34	37	23	3	
38	42	46	19	24	8	41	0	6	19	30	41	41	32	26	39	
15	1	21	46	21	15	33	24	0	10	35	19	39	42	5	28	
18	35	27	30	32	28	5	7	41	0	45	12	10	25	9	2	
42	8	34	45	13	10	41	34	25	30	0	13	34	15	32	28	
48	13	36	12	47	19	46	34	46	1	40	0	42	45	3	3	
14	26	16	9	38	49	4	6	10	1	39	34	0	30	8	23	
46	49	39	7	12	30	18	14	4	14	4	6	20	0	43	47	
42	20	1	49	1	16	8	38	21	17	49	30	22	38	0	19	
7	2	45	46	6	39	8	23	25	30	41	28	49	44	33	0	
