Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	75	31	57	22	95	37	79	17	90	84	91	36	32	11	53	6	60	72	65	59	
Tiempos de preparación: 
0	39	85	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	
90	0	33	20	60	30	121	89	39	96	83	92	55	55	80	62	104	34	86	42	101	
52	96	0	79	1	103	82	69	74	116	92	106	47	18	15	67	77	104	123	101	78	
83	94	119	0	106	84	50	61	21	29	94	42	6	6	73	21	7	51	38	75	61	
3	90	102	42	0	12	119	116	14	7	31	12	44	109	41	38	90	124	87	26	80	
72	51	56	57	117	0	61	5	13	67	56	50	78	52	15	55	93	87	50	21	100	
70	116	51	48	35	95	0	88	73	120	24	35	22	103	86	13	36	14	73	40	26	
69	76	31	11	29	82	86	0	83	111	48	68	67	83	60	117	6	30	24	30	102	
62	19	53	73	100	91	94	112	0	62	107	61	102	8	72	68	18	100	86	103	58	
5	8	86	2	74	45	121	2	110	0	26	25	75	64	44	63	12	79	30	105	67	
103	91	23	63	4	30	10	8	107	109	0	93	22	102	100	43	39	109	23	95	110	
12	9	121	11	19	120	114	82	7	4	47	0	47	70	73	69	68	13	34	77	20	
44	76	121	48	33	35	83	76	73	67	98	44	0	112	42	100	58	61	95	107	78	
63	37	111	124	19	56	8	23	60	20	116	12	99	0	67	69	82	36	103	100	111	
76	111	102	20	30	90	122	65	23	58	95	6	71	7	0	116	6	25	107	13	107	
27	42	93	98	114	3	101	118	21	12	96	120	58	18	98	0	77	48	63	10	48	
107	21	67	19	86	73	25	77	78	110	120	27	92	97	55	2	0	22	117	102	15	
39	13	113	46	9	106	64	42	118	47	40	4	94	60	6	112	22	0	79	73	34	
104	92	58	89	118	85	62	48	22	19	101	123	34	113	47	15	57	88	0	78	98	
1	82	60	73	85	30	9	90	77	90	104	25	59	72	18	24	65	39	21	0	49	
53	60	39	25	119	8	73	101	23	6	65	36	39	22	96	112	42	61	56	67	0	
