Clientes: 15
Máquinas: 8
Tiempos de procesamiento: 
79	37	1	95	84	86	38	79	20	93	83	91	59	64	69	14	
Tiempos de preparación: 
0	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	
57	0	92	17	24	69	14	29	40	77	67	34	38	61	85	31	
77	53	0	53	36	9	60	87	89	89	33	4	66	1	95	93	
79	13	86	0	77	3	2	98	72	15	27	10	91	93	43	28	
66	53	27	58	0	4	77	91	12	37	79	2	26	10	3	89	
99	10	97	82	20	0	81	58	23	80	54	94	94	81	4	84	
66	72	45	12	25	71	0	67	29	48	59	38	82	38	37	9	
73	47	39	95	54	34	76	0	73	14	34	95	93	87	87	88	
79	66	89	70	39	34	79	61	0	3	46	87	48	5	26	30	
34	40	62	36	86	99	32	40	31	0	8	12	44	39	7	38	
70	24	92	24	90	81	93	27	13	72	0	87	15	16	75	60	
82	21	98	89	58	60	24	45	57	55	82	0	88	60	93	32	
14	98	98	69	22	90	90	10	69	83	34	81	0	53	22	93	
89	69	94	53	87	92	42	45	50	65	87	6	18	0	68	93	
9	77	61	23	73	57	90	95	47	80	3	16	62	37	0	96	
85	15	56	89	81	48	40	68	40	82	12	87	45	96	92	0	
