Clientes: 25
Máquinas: 6
Tiempos de procesamiento: 
79	41	40	4	79	54	93	3	27	29	33	90	8	34	44	89	76	76	47	8	71	10	18	36	17	0	
Tiempos de preparación: 
0	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	41	25	11	
20	0	7	10	7	21	2	43	28	18	43	42	6	31	33	25	35	40	5	33	15	42	17	28	8	22	
33	30	0	2	29	7	2	13	21	8	27	32	34	29	30	12	2	28	9	7	9	46	36	49	37	40	
21	32	2	0	37	4	34	44	25	19	2	4	30	8	22	1	16	48	37	5	32	17	16	33	49	29	
5	39	9	31	0	25	8	18	20	44	24	7	47	13	7	27	32	13	36	12	20	8	18	40	11	10	
40	44	43	27	15	0	31	31	49	26	39	30	6	2	3	31	1	31	42	47	43	4	25	30	16	11	
23	42	41	23	15	36	0	33	24	31	31	6	1	18	37	5	48	31	39	4	33	41	39	33	27	32	
38	36	21	35	11	1	2	0	26	47	47	48	12	33	36	41	19	23	46	20	45	33	29	43	15	19	
12	2	3	15	41	40	42	23	0	26	18	8	36	23	14	17	21	16	20	37	49	12	28	18	34	30	
21	42	29	18	22	22	37	45	28	0	39	10	19	35	7	41	11	24	5	3	47	23	19	23	39	44	
10	10	38	6	43	11	39	28	9	23	0	45	35	49	38	30	27	27	44	46	17	2	42	28	30	46	
23	30	27	25	4	49	14	47	15	7	3	0	13	22	46	40	30	19	40	15	23	28	49	1	11	44	
10	46	27	1	43	5	30	40	39	13	15	48	0	17	33	45	31	44	4	48	16	49	38	2	24	34	
43	21	46	12	21	46	27	20	47	5	20	41	14	0	5	36	9	17	6	7	34	43	7	20	37	10	
29	19	3	15	12	4	38	1	25	39	18	1	36	44	0	20	38	4	44	34	23	4	25	31	21	30	
44	42	10	23	48	34	15	14	3	18	28	20	26	16	20	0	1	5	37	1	45	37	25	39	40	24	
5	23	13	28	48	48	4	33	40	13	12	39	46	26	8	5	0	48	35	29	25	6	4	30	15	46	
6	36	16	33	11	5	23	40	32	41	18	35	44	21	24	35	38	0	35	29	39	16	36	43	15	21	
27	27	44	31	31	24	45	27	10	11	10	26	20	37	16	3	33	38	0	37	28	14	11	13	2	1	
10	46	40	17	37	39	36	13	16	30	43	2	9	38	28	24	5	42	5	0	24	35	25	26	18	13	
28	19	45	26	34	13	32	35	14	22	7	1	16	42	13	37	27	11	38	40	0	49	22	14	9	14	
17	23	37	48	47	19	17	10	37	17	40	21	35	22	6	48	49	17	5	15	9	0	17	7	40	28	
29	45	36	32	17	49	45	35	23	32	34	25	1	6	35	37	22	30	14	12	3	24	0	16	7	41	
25	20	26	5	36	33	45	19	33	31	6	49	35	1	34	13	33	23	38	38	28	28	31	0	6	8	
33	44	22	15	18	37	21	14	7	47	19	48	30	19	17	13	5	23	17	39	28	6	8	16	0	34	
28	1	5	17	28	40	22	40	34	49	6	7	36	26	21	43	28	44	41	13	13	13	25	17	40	0	
