Clientes: 25
Máquinas: 6
Tiempos de procesamiento: 
79	57	33	59	69	30	67	5	89	52	30	62	4	34	44	39	1	65	12	56	33	99	82	98	78	0	
Tiempos de preparación: 
0	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	41	25	11	
20	0	16	8	13	33	27	14	29	23	14	41	22	32	40	13	6	1	41	30	48	23	46	7	17	17	
33	11	0	32	21	31	3	22	29	23	34	42	11	11	11	40	33	24	36	10	11	27	22	17	32	19	
21	46	35	0	41	47	41	9	14	3	45	39	38	47	11	18	26	49	15	36	10	25	26	47	5	18	
5	7	15	44	0	34	36	26	3	32	16	48	34	7	7	47	14	3	37	3	5	3	25	35	3	39	
40	22	17	14	3	0	20	18	25	31	38	19	15	24	49	22	12	15	21	45	27	32	48	45	39	40	
23	3	49	42	27	39	0	49	16	16	17	30	24	41	3	48	22	40	18	42	15	22	14	26	37	39	
38	26	19	27	24	19	21	0	14	22	25	12	4	15	11	20	30	32	5	4	23	12	3	1	3	25	
12	42	22	46	6	47	38	1	0	28	12	32	3	31	3	21	8	28	32	11	47	48	35	27	30	39	
21	36	9	2	43	9	9	18	1	0	30	14	11	32	8	11	10	19	47	17	5	1	38	12	33	25	
10	23	35	23	8	12	9	3	3	17	0	9	45	25	22	18	30	2	32	40	38	44	7	3	13	4	
23	20	23	9	13	34	46	42	12	31	16	0	20	48	24	27	1	45	40	2	20	12	19	5	18	6	
10	44	6	49	6	8	18	15	32	40	23	44	0	24	20	42	36	6	8	11	4	36	42	5	31	32	
43	11	6	48	29	10	16	35	9	26	34	15	33	0	7	29	21	46	7	20	26	31	12	17	37	19	
29	32	40	10	24	49	40	11	10	1	9	39	10	24	0	24	19	49	13	38	37	20	17	13	21	28	
44	33	2	10	44	18	46	19	5	36	28	28	41	24	38	0	1	24	2	39	39	30	18	8	29	36	
5	1	22	6	22	34	31	49	17	33	9	17	6	5	35	11	0	46	18	38	37	41	32	37	21	33	
6	32	10	19	5	22	47	40	22	24	1	43	14	37	42	35	20	0	2	2	25	11	41	40	7	10	
27	34	43	6	16	36	26	4	23	35	22	27	12	25	23	38	4	23	0	31	22	15	29	8	34	35	
10	14	15	45	6	5	8	15	43	1	25	9	41	2	18	14	41	44	41	0	4	24	19	46	33	46	
28	28	5	12	12	12	45	46	26	15	46	36	25	4	6	18	10	30	32	1	0	31	5	20	28	4	
17	11	36	28	34	32	16	30	15	20	41	26	37	42	27	18	7	29	4	36	32	0	9	5	46	43	
29	36	3	25	40	22	8	43	37	43	26	21	30	41	1	45	17	47	26	4	39	9	0	21	1	37	
25	29	37	24	37	41	21	30	32	23	10	27	49	22	25	36	15	2	7	1	47	12	1	0	14	9	
33	26	22	47	39	42	48	26	26	35	6	13	31	26	48	13	4	13	44	3	35	19	43	5	0	20	
28	49	10	23	11	10	36	20	41	14	22	30	11	25	7	37	15	12	5	45	42	3	13	1	21	0	
