Clientes: 15
Máquinas: 4
Tiempos de procesamiento: 
79	27	20	19	17	80	32	90	82	51	45	69	16	96	99	76	
Tiempos de preparación: 
0	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	
18	0	41	11	36	40	5	47	4	7	3	1	6	22	47	5	
40	19	0	16	20	38	36	15	25	45	43	33	43	6	1	49	
15	27	29	0	21	23	39	7	18	48	9	22	10	12	22	21	
47	38	24	25	0	13	44	45	1	30	10	26	31	8	9	29	
11	13	10	28	45	0	43	4	18	37	15	41	36	24	13	1	
44	40	39	21	28	18	0	46	40	12	46	41	41	6	22	27	
33	18	30	6	30	44	39	0	30	37	47	4	30	13	44	21	
35	41	12	21	31	6	47	9	0	23	48	5	34	44	1	30	
36	5	22	13	22	7	23	7	2	0	12	37	43	15	40	23	
41	27	39	48	18	1	20	4	11	22	0	17	33	20	21	22	
25	19	26	7	23	3	19	49	10	42	6	0	16	9	47	14	
11	23	37	42	5	31	40	27	31	15	30	46	0	36	47	29	
20	6	23	6	24	49	13	2	2	31	1	16	28	0	7	31	
33	42	4	45	15	46	37	20	32	27	46	19	42	32	0	15	
21	33	34	44	39	7	5	18	11	17	25	18	4	25	33	0	
