Clientes: 20
Máquinas: 8
Tiempos de procesamiento: 
79	2	33	21	77	11	90	73	88	32	83	96	16	60	80	50	27	4	74	99	22	
Tiempos de preparación: 
0	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	77	79	66	99	
66	0	74	87	51	99	27	22	8	1	73	2	31	30	63	13	34	58	94	38	47	
73	51	0	73	49	36	94	50	97	3	34	24	57	23	95	42	72	95	68	91	3	
79	67	62	0	2	97	90	62	8	24	19	99	59	65	51	30	14	84	23	62	81	
34	25	95	4	0	79	17	98	22	86	91	87	75	91	54	37	93	49	27	55	56	
70	49	73	54	8	0	37	5	38	50	88	58	10	68	80	4	71	60	20	67	79	
82	4	59	66	78	50	0	19	13	43	67	40	96	22	86	67	75	91	4	77	27	
14	52	63	84	61	31	65	0	64	2	23	81	67	2	84	26	67	62	75	85	75	
89	17	51	13	13	72	96	79	0	45	87	81	22	15	33	84	96	91	14	61	56	
9	13	83	35	79	82	20	5	48	0	79	78	31	52	94	81	62	7	51	58	83	
85	93	44	64	15	56	96	97	52	88	0	9	14	42	21	94	76	98	75	93	3	
8	23	73	80	53	23	74	33	83	78	83	0	41	62	77	82	26	89	38	21	84	
35	90	7	92	2	48	12	93	22	10	68	16	0	10	90	86	90	42	7	62	74	
93	89	41	57	29	1	32	11	24	20	49	42	4	0	37	48	94	36	93	6	27	
41	16	13	95	29	22	83	15	10	25	21	72	98	11	0	11	54	39	11	83	47	
74	32	3	93	74	5	28	22	96	63	16	99	90	29	12	0	83	57	33	66	71	
30	43	89	89	13	87	97	21	39	34	29	21	81	60	23	72	0	34	25	1	54	
34	21	63	67	20	51	95	29	34	52	62	98	21	3	87	8	13	0	72	6	33	
23	10	39	61	30	18	21	52	90	53	75	90	5	93	51	71	14	1	0	64	42	
9	32	16	2	30	34	2	15	41	14	87	44	46	96	83	5	24	98	24	0	75	
22	86	76	48	74	80	42	24	49	53	24	13	94	55	26	94	83	57	95	97	0	
