Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	94	89	94	52	92	28	25	96	59	59	85	41	26	59	96	
Tiempos de preparación: 
0	99	15	39	85	65	48	109	88	77	83	15	75	59	95	99	
118	0	32	11	4	76	56	64	6	79	67	85	88	69	93	83	
3	20	0	103	110	102	89	31	105	88	104	112	30	86	118	16	
121	123	114	0	87	90	60	90	42	115	90	107	70	32	3	33	
11	36	95	51	0	55	73	36	93	97	66	73	60	106	121	25	
62	67	50	40	2	0	39	62	91	35	28	68	25	117	51	30	
50	84	53	122	119	84	0	48	49	92	19	17	65	21	26	60	
25	2	82	85	4	7	60	0	5	105	122	32	15	25	99	100	
90	77	25	5	36	14	3	90	0	97	110	14	64	5	91	64	
52	85	52	124	86	69	84	89	75	0	79	30	115	76	121	6	
83	36	95	105	112	56	45	83	69	107	0	48	41	93	122	40	
3	33	24	104	117	75	39	14	79	58	38	0	29	12	67	79	
72	88	63	20	123	94	60	47	85	105	65	29	0	87	113	5	
70	115	46	104	23	69	19	75	79	57	88	93	114	0	2	121	
69	2	4	11	25	3	31	83	32	90	65	116	6	6	0	80	
62	93	118	84	19	99	63	42	103	82	52	117	74	16	85	0	
