Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	83	12	62	76	65	39	44	67	45	65	24	84	51	55	32	37	21	66	72	51	
Tiempos de preparación: 
0	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	
77	0	38	97	59	91	29	95	85	58	63	96	55	97	86	98	77	8	82	9	93	
79	46	0	90	2	32	43	20	17	76	39	56	57	10	91	52	68	80	78	62	66	
66	36	23	0	60	89	21	47	87	95	52	67	2	43	12	92	44	43	35	63	59	
99	11	3	13	0	65	10	3	17	78	82	94	38	48	29	60	9	18	78	55	3	
66	71	7	69	73	0	49	78	65	90	21	97	54	80	8	54	90	71	63	92	87	
73	39	75	80	76	21	0	9	37	29	24	15	81	26	86	85	92	59	32	71	22	
79	23	91	19	76	69	24	0	28	58	94	90	50	80	30	23	60	6	44	66	40	
34	70	89	55	52	13	39	37	0	5	95	69	73	17	89	63	33	65	32	56	90	
70	89	49	80	38	29	8	58	86	0	14	99	50	53	70	37	6	22	49	44	56	
82	51	37	23	23	51	12	85	83	74	0	15	38	64	5	84	45	40	13	52	95	
14	96	63	95	46	15	65	82	20	84	29	0	62	40	77	96	63	99	48	74	84	
89	31	47	99	66	11	2	50	53	39	60	4	0	34	56	66	29	99	78	91	81	
9	96	75	8	58	14	85	52	76	82	99	48	67	0	31	94	64	94	4	63	45	
85	56	2	5	59	33	59	24	60	58	2	51	38	97	0	25	45	53	38	30	6	
8	12	13	5	57	77	33	52	39	28	53	2	70	7	3	0	72	64	33	31	87	
35	92	89	86	44	27	82	66	69	35	4	97	38	15	8	41	0	71	84	71	21	
93	23	96	71	22	66	78	24	39	42	56	67	27	47	54	13	90	0	80	94	54	
41	50	28	57	47	63	69	52	4	38	36	73	57	56	69	28	77	34	0	6	98	
74	70	47	52	35	73	98	89	84	86	69	78	40	17	4	96	61	67	63	0	13	
30	68	2	46	41	58	99	9	85	76	40	89	74	10	34	25	44	6	23	33	0	
