Clientes: 15
Máquinas: 6
Tiempos de procesamiento: 
79	94	61	58	6	84	46	60	74	75	24	23	93	15	46	80	
Tiempos de preparación: 
0	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	
62	0	107	103	92	76	62	46	104	7	103	108	55	28	57	115	
50	92	0	37	76	61	15	112	92	26	88	80	107	2	96	63	
25	3	89	0	76	109	67	43	120	65	88	100	71	2	19	1	
90	89	75	52	0	116	112	3	52	62	115	80	88	14	35	70	
52	75	6	8	77	0	94	83	61	96	2	57	36	25	92	43	
83	87	110	43	51	60	0	94	43	107	33	30	45	23	109	68	
3	96	19	13	46	84	80	0	122	113	99	118	85	100	110	56	
72	60	77	98	22	122	77	9	0	118	106	111	100	14	16	80	
70	96	1	83	67	79	95	112	99	0	111	45	87	85	39	107	
69	120	24	39	55	37	12	13	34	24	0	81	27	6	67	63	
62	79	82	78	51	18	37	53	33	67	101	0	7	53	21	93	
5	13	119	76	68	79	50	123	115	61	71	84	0	21	27	47	
103	26	29	45	40	110	122	90	64	94	79	96	37	0	55	38	
12	25	11	66	98	6	77	41	20	2	99	10	123	105	0	29	
44	19	7	75	104	95	119	19	81	53	45	80	22	59	111	0	
