Clientes: 30
Máquinas: 2
Tiempos de procesamiento: 
79	67	88	49	42	86	63	6	47	66	37	60	29	33	34	44	17	96	85	75	37	94	36	74	52	96	2	32	94	33	64	
Tiempos de preparación: 
0	6	30	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	44	33	35	36	41	25	11	20	
33	0	7	17	48	15	10	11	2	48	43	13	9	36	14	11	34	38	1	24	42	43	19	28	18	41	17	1	5	6	1	
21	13	0	29	7	34	27	26	43	38	27	42	36	39	6	22	8	16	11	45	22	40	42	20	14	21	37	5	37	42	15	
5	47	42	0	32	26	48	16	4	25	14	46	2	11	32	46	17	10	4	37	25	5	9	15	2	28	29	22	15	38	15	
40	12	3	17	0	4	34	43	3	5	2	32	19	47	33	29	34	29	1	48	38	38	24	47	2	43	48	30	27	26	49	
23	16	45	12	23	0	12	20	13	5	27	17	11	9	40	8	42	25	47	26	25	45	19	18	24	16	20	18	15	49	44	
38	45	4	15	40	20	0	38	7	40	1	12	17	22	22	26	13	35	23	37	37	4	12	37	23	30	12	43	49	29	13	
12	4	28	8	12	48	3	0	32	36	10	27	41	26	43	13	3	24	25	42	2	12	29	11	29	17	38	14	33	31	18	
21	17	49	26	49	7	37	47	0	15	19	38	24	1	29	5	44	42	7	23	22	49	30	39	33	40	18	5	28	36	37	
10	14	4	4	13	29	4	25	21	0	1	39	45	39	18	45	23	22	44	15	28	18	42	32	3	31	16	42	4	20	25	
23	39	13	43	47	16	7	31	24	31	0	2	25	25	2	19	47	47	41	19	41	12	2	9	9	34	11	39	5	8	47	
10	29	37	41	41	31	38	8	37	24	31	0	23	30	11	3	32	34	49	29	31	23	20	42	24	34	1	13	49	44	17	
43	8	41	2	49	32	42	30	25	5	22	48	0	41	49	33	7	2	15	41	1	43	22	23	19	19	3	8	24	15	7	
29	18	37	19	14	38	19	45	35	48	25	40	26	0	23	36	25	11	42	27	26	33	32	24	10	11	47	28	13	5	2	
44	32	12	24	19	30	37	12	4	37	47	8	12	42	0	33	39	28	8	1	20	39	26	9	22	5	18	37	3	2	5	
5	7	8	36	23	32	11	9	19	27	12	7	24	24	18	0	16	7	8	43	20	13	19	9	43	27	35	47	49	27	5	
6	1	31	17	14	23	39	45	38	47	14	15	15	25	39	38	0	43	10	1	6	9	20	18	27	33	11	9	24	13	13	
27	1	18	19	37	34	32	10	28	27	47	26	45	12	45	21	6	0	33	19	16	38	29	24	13	46	6	46	12	14	25	
10	29	31	25	2	49	17	35	31	26	19	8	28	44	4	40	44	29	0	1	32	47	16	21	26	44	33	27	49	34	43	
28	18	9	22	49	39	24	48	6	14	35	32	32	42	15	31	1	10	25	0	34	11	8	31	26	33	12	26	16	38	25	
17	1	31	48	14	9	47	3	32	1	9	1	35	45	33	33	10	19	38	20	0	49	23	30	12	4	11	44	16	36	15	
29	9	17	15	40	15	34	48	17	36	35	17	49	35	8	49	23	40	10	42	28	0	34	46	6	19	8	15	34	2	30	
25	26	16	43	42	36	33	7	20	36	23	11	26	44	16	12	2	15	39	46	29	36	0	25	18	32	35	36	39	49	26	
33	45	34	2	12	28	48	3	16	10	27	3	37	37	28	31	8	44	38	23	39	34	2	0	25	14	25	8	49	16	46	
28	48	41	42	33	47	9	11	45	16	26	5	42	33	41	34	17	28	42	16	16	20	5	49	0	26	30	14	1	37	13	
13	17	38	16	13	35	48	11	48	14	11	14	40	16	6	28	12	45	44	44	37	11	10	7	15	0	15	32	49	28	38	
18	36	45	5	30	11	17	20	15	32	19	28	43	32	23	14	43	2	30	38	45	25	30	11	39	41	0	31	4	23	30	
20	36	11	17	36	20	2	3	42	21	17	24	39	49	17	27	28	35	25	29	16	13	29	45	47	40	34	0	38	26	43	
5	16	6	29	32	27	21	2	28	23	43	49	44	23	43	48	44	25	26	30	49	5	45	17	39	40	14	34	0	29	7	
48	10	22	23	15	7	5	42	27	6	20	5	5	24	48	32	23	2	26	3	28	6	3	32	6	24	26	1	43	0	10	
30	35	49	19	7	22	34	18	26	31	44	37	1	4	46	30	7	28	3	9	9	10	36	20	12	23	25	41	49	31	0	
