Clientes: 20
Máquinas: 6
Tiempos de procesamiento: 
79	34	88	64	92	54	46	27	72	20	97	70	45	15	90	78	11	57	65	23	43	
Tiempos de preparación: 
0	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	
83	0	27	4	96	8	74	115	63	30	107	81	106	50	49	93	6	76	95	116	20	
3	5	0	63	75	84	11	55	116	47	63	75	83	54	101	87	25	109	96	75	47	
72	1	58	0	64	42	43	48	11	49	124	105	40	79	45	39	29	64	109	20	115	
70	31	18	65	0	114	71	102	12	31	86	107	106	68	43	39	67	84	17	115	30	
69	65	50	71	41	0	4	51	79	93	115	63	48	105	30	65	106	79	71	83	90	
62	101	104	72	82	107	0	114	56	50	9	9	40	99	73	25	45	49	28	95	63	
5	56	21	62	103	62	91	0	43	43	105	113	1	70	26	40	77	107	22	2	99	
103	71	10	107	46	108	115	70	0	88	40	34	59	102	89	79	39	68	76	65	46	
12	118	45	95	54	50	120	93	2	0	38	115	63	12	121	73	54	103	116	45	108	
44	16	20	17	10	57	106	24	32	109	0	100	32	30	93	77	60	23	62	55	115	
63	64	93	41	2	40	38	10	30	76	62	0	74	59	13	29	76	22	21	117	45	
76	112	101	20	20	66	113	32	62	71	93	116	0	61	92	20	38	30	120	11	39	
27	25	86	36	34	20	48	62	31	69	18	23	50	0	6	59	69	25	61	57	56	
107	122	3	84	49	124	52	69	97	81	64	107	55	24	0	68	27	57	23	10	54	
39	54	15	71	12	64	12	7	8	36	67	1	27	124	63	0	47	48	122	98	52	
104	94	114	115	76	104	14	79	6	6	38	76	59	27	90	66	0	38	29	77	104	
1	96	49	46	96	11	105	35	57	29	92	90	80	62	79	7	73	0	119	80	88	
53	124	86	61	75	80	87	100	21	60	4	98	40	36	82	85	7	92	0	2	101	
114	85	30	69	50	45	66	65	51	74	59	67	97	118	28	33	5	43	119	0	104	
119	64	55	44	97	94	79	114	114	21	81	115	122	41	80	2	27	1	3	91	0	
