Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	72	40	60	68	14	47	63	36	37	85	82	83	72	99	96	11	69	50	34	30	
Tiempos de preparación: 
0	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	
44	0	1	36	47	48	6	1	14	47	9	7	15	4	33	22	37	47	1	43	47	
33	9	0	32	7	12	3	31	25	49	4	3	6	15	4	41	17	7	2	17	25	
35	4	26	0	37	18	29	20	44	21	17	1	14	14	9	45	20	20	3	6	44	
36	8	14	3	0	13	28	11	9	44	22	16	17	47	19	47	34	42	31	4	36	
41	2	20	41	20	0	38	49	15	13	24	23	19	24	30	37	26	42	16	41	6	
25	15	13	21	36	15	0	40	33	48	32	14	7	23	15	31	15	34	19	19	5	
11	32	43	32	6	22	12	0	42	47	9	13	43	14	33	11	40	19	26	30	8	
20	29	17	21	36	44	41	17	0	14	30	36	38	39	23	36	21	33	8	37	25	
33	10	45	43	3	15	31	13	10	0	49	43	44	12	23	16	38	9	10	29	30	
21	29	14	16	17	9	43	3	29	26	0	15	22	7	24	22	5	31	36	35	43	
5	1	34	42	44	2	15	10	39	28	25	0	23	8	4	36	29	25	44	27	32	
40	29	4	46	1	15	20	22	19	1	14	4	0	48	14	42	45	14	43	10	23	
23	32	42	47	5	1	6	46	34	30	45	11	12	0	29	19	13	34	33	37	7	
38	7	37	25	10	41	43	8	36	7	1	2	35	38	0	43	32	42	48	43	43	
12	37	23	39	48	40	23	22	8	8	11	45	19	17	37	0	48	32	28	41	39	
21	20	4	39	26	38	27	24	25	25	28	18	23	15	46	17	0	18	41	40	45	
10	48	47	6	43	16	22	31	19	4	14	10	42	38	18	37	14	0	6	19	38	
23	36	43	21	4	17	35	5	33	9	45	23	4	49	25	9	42	45	0	35	28	
10	14	39	42	29	36	30	46	28	49	3	47	42	43	40	13	2	12	3	0	7	
43	1	16	7	23	24	6	4	32	4	48	23	31	18	17	28	46	3	14	42	0	
