Clientes: 20
Máquinas: 8
Tiempos de procesamiento: 
79	48	68	90	65	17	75	75	92	36	3	76	23	58	23	37	15	20	38	15	92	
Tiempos de preparación: 
0	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	83	3	
72	0	39	64	114	15	111	38	44	22	39	12	4	71	56	81	85	94	49	34	56	
70	76	0	11	16	100	78	47	8	40	81	27	4	43	65	4	32	15	114	70	119	
69	11	44	0	66	14	115	121	30	11	27	78	44	18	90	115	33	65	68	15	9	
62	43	31	95	0	46	74	96	49	41	110	38	110	40	109	90	105	58	16	102	88	
5	26	64	41	70	0	81	6	120	113	7	63	64	75	41	94	45	86	43	16	71	
103	84	62	44	5	101	0	28	94	18	22	109	55	109	71	118	85	76	74	27	71	
12	122	93	69	61	43	109	0	31	87	6	9	103	76	92	100	120	33	12	83	2	
44	29	104	47	83	24	117	12	0	109	4	85	71	74	19	39	18	79	81	62	45	
63	103	67	54	17	19	81	116	74	0	113	4	32	51	92	12	33	111	95	85	122	
76	15	88	19	85	97	37	59	114	51	0	75	51	96	54	117	85	70	71	101	122	
27	20	26	61	52	12	28	123	44	74	93	0	64	72	108	87	26	4	59	62	63	
107	108	112	13	94	19	2	22	39	8	93	76	0	5	48	101	65	35	112	28	33	
39	91	102	62	90	109	105	52	10	108	46	7	106	0	89	54	55	58	73	56	79	
104	47	63	107	122	3	31	98	3	1	21	91	34	47	0	68	31	12	112	71	123	
1	121	54	104	3	96	68	56	86	1	64	17	16	47	16	0	58	44	78	24	78	
53	81	25	34	107	118	81	110	24	28	97	94	87	29	83	66	0	91	114	10	22	
114	75	70	22	28	21	68	43	79	111	56	102	124	72	2	34	54	0	119	50	39	
119	78	77	71	47	39	99	66	41	65	55	110	23	66	55	104	93	12	0	47	71	
83	90	93	2	3	93	74	5	62	63	59	111	38	13	123	44	119	38	19	0	120	
89	78	19	111	123	101	52	113	80	20	124	2	90	25	31	27	28	123	36	92	0	
