Clientes: 20
Máquinas: 6
Tiempos de procesamiento: 
79	69	83	95	95	9	48	8	45	97	79	84	49	15	90	15	24	58	88	91	93	
Tiempos de preparación: 
0	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	
83	0	93	98	46	34	54	109	108	113	93	70	27	99	56	28	101	83	94	18	82	
3	55	0	110	122	22	2	39	104	49	32	91	63	81	119	36	62	88	25	106	71	
72	14	11	0	16	100	45	7	3	21	89	32	99	47	87	84	104	108	21	18	87	
70	69	109	113	0	67	1	107	102	123	6	3	40	76	76	50	92	51	94	34	114	
69	115	123	21	25	0	45	43	44	84	86	124	37	48	4	22	96	70	82	14	47	
62	80	19	109	120	31	0	60	105	58	47	75	91	96	1	89	116	25	69	95	4	
5	28	56	3	65	40	6	0	22	11	11	103	85	57	119	103	102	50	69	97	90	
103	2	19	40	93	114	40	117	0	42	124	62	12	63	25	3	65	25	42	6	46	
12	53	16	85	73	9	15	111	110	0	124	56	18	89	57	37	5	85	86	104	78	
44	63	40	15	10	102	99	13	103	124	0	54	108	45	42	124	65	114	68	15	101	
63	113	14	32	6	39	24	42	103	109	64	0	18	122	2	57	72	12	95	46	84	
76	73	45	13	116	26	55	51	26	104	118	41	0	80	106	114	47	112	28	71	89	
27	6	115	88	84	112	26	16	59	37	46	104	56	0	54	85	68	46	110	58	96	
107	11	38	26	51	53	7	101	100	54	4	106	79	70	0	32	42	89	79	67	40	
39	13	39	86	52	94	15	72	98	60	57	31	92	68	4	0	117	54	57	59	90	
104	92	49	94	73	3	99	104	104	63	58	107	102	6	81	123	0	117	111	14	65	
1	84	9	57	50	36	60	114	28	50	46	23	15	13	71	44	21	0	73	78	60	
53	112	16	53	94	54	118	51	52	46	37	1	46	56	70	103	105	105	0	98	94	
114	69	23	75	91	98	23	97	17	103	45	95	38	92	46	26	62	35	19	0	48	
119	23	1	20	83	46	75	28	84	115	69	58	21	73	16	95	39	113	54	11	0	
