Clientes: 15
Máquinas: 6
Tiempos de procesamiento: 
79	24	65	26	2	83	12	93	27	49	33	53	43	37	48	27	
Tiempos de preparación: 
0	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	
24	0	35	35	50	82	85	80	38	26	2	64	49	88	81	84	
95	3	0	10	33	5	93	79	57	33	55	23	46	82	21	14	
57	73	3	0	17	6	38	64	87	21	42	24	45	44	87	93	
77	30	67	76	0	30	74	7	34	67	85	88	97	39	11	43	
79	21	30	54	91	0	32	71	96	67	35	82	86	77	4	31	
66	19	90	22	46	55	0	95	76	29	3	8	93	85	96	90	
99	24	5	32	44	34	85	0	33	66	54	28	33	87	10	19	
66	62	13	47	78	1	67	24	0	56	62	99	84	64	8	76	
73	50	2	64	73	6	95	16	38	0	79	48	4	31	75	34	
79	18	82	51	77	94	95	55	95	62	0	79	49	25	76	31	
34	88	81	7	36	80	71	8	86	64	23	0	24	41	68	25	
70	72	42	56	87	24	7	65	17	3	18	10	0	64	96	58	
82	86	71	88	73	50	93	9	31	62	16	15	24	0	36	38	
14	63	3	60	35	44	16	20	65	23	82	81	23	1	0	90	
89	84	94	46	71	65	33	44	14	24	50	44	85	64	58	0	
