Clientes: 30
Máquinas: 6
Tiempos de procesamiento: 
79	93	7	77	88	38	12	30	83	20	83	24	98	49	124	56	98	59	85	98	93	68	39	24	45	0	92	4	32	51	42	
Tiempos de preparación: 
0	81	122	68	51	115	83	49	36	44	28	120	70	21	19	107	37	9	113	124	117	19	21	5	73	113	56	13	72	88	124	
88	0	13	49	3	73	58	45	93	62	100	81	54	92	67	71	98	100	106	66	21	79	118	106	73	4	107	102	34	64	103	
104	60	0	35	115	44	98	123	101	18	92	98	53	48	87	20	51	33	117	26	15	118	106	29	47	87	37	111	69	15	20	
121	9	53	0	15	103	43	59	76	101	95	29	4	69	81	112	31	101	38	124	29	63	74	23	104	38	5	66	75	115	71	
91	25	71	15	0	77	85	117	55	79	69	31	50	97	95	54	114	82	20	26	119	79	54	117	28	12	96	66	17	97	16	
30	7	103	40	77	0	117	116	98	110	46	52	114	12	37	22	106	26	11	63	46	36	117	124	90	109	88	37	16	29	53	
47	49	104	60	27	19	0	72	20	70	45	65	51	33	54	122	69	11	40	31	22	38	76	117	31	11	18	75	98	55	27	
49	62	107	75	41	102	101	0	119	50	56	64	30	120	50	62	109	48	7	120	87	97	77	124	48	69	90	118	87	41	28	
14	77	3	25	119	77	66	33	0	53	60	18	109	60	47	40	45	109	25	28	51	20	114	23	96	50	6	100	75	59	122	
82	51	86	74	53	111	5	5	112	0	37	118	47	54	38	42	100	77	87	20	101	114	70	56	40	28	87	25	33	123	99	
28	92	120	26	113	6	14	99	10	19	0	86	106	72	69	35	109	46	70	61	68	90	98	118	95	89	33	123	112	117	91	
42	110	91	58	105	52	47	46	66	81	115	0	20	103	96	91	107	66	11	28	12	7	32	37	104	25	67	5	117	65	116	
13	109	32	101	11	25	17	63	7	123	64	88	0	113	19	2	85	109	108	26	119	71	97	1	38	69	41	62	12	105	54	
97	76	96	38	43	8	49	4	84	47	10	82	110	0	33	7	4	34	27	48	77	52	102	84	85	38	121	29	14	119	40	
122	118	48	52	25	22	30	32	6	93	52	52	103	69	0	97	71	75	36	41	101	19	117	89	56	12	109	93	69	73	43	
32	123	49	36	46	100	121	3	65	28	8	34	15	119	72	0	84	27	18	94	122	58	7	16	111	31	71	58	15	100	2	
15	87	18	124	11	113	106	46	109	44	47	73	112	16	23	106	0	87	106	69	104	12	66	98	78	18	84	108	24	77	58	
34	59	79	20	76	14	91	1	55	72	109	99	54	117	86	69	16	0	3	31	57	7	71	68	73	104	21	26	123	64	49	
100	75	121	108	89	77	119	103	43	119	33	50	40	67	104	32	88	48	0	107	27	15	40	33	21	43	41	124	64	66	122	
3	63	51	8	60	34	97	12	88	75	114	83	43	39	58	46	78	25	9	0	2	8	35	76	47	4	32	89	44	91	88	
93	110	88	27	36	31	22	5	3	33	92	77	22	110	56	120	43	37	74	68	0	45	11	11	16	86	117	79	117	17	122	
28	83	105	43	106	67	14	72	24	78	75	56	46	87	77	91	18	8	10	114	81	0	13	95	91	83	110	52	75	124	104	
82	91	121	122	7	100	39	9	49	111	32	3	61	87	48	83	99	74	37	107	19	26	0	63	91	120	30	49	41	17	123	
113	40	57	90	97	114	32	72	89	41	120	11	72	58	7	95	41	89	69	115	1	111	9	0	27	110	100	22	75	24	63	
32	27	83	38	83	108	10	9	15	17	97	55	73	107	3	6	113	97	47	13	101	37	14	24	0	105	100	9	80	121	19	
90	40	119	45	122	93	64	105	102	72	119	55	104	50	3	22	112	68	70	20	114	82	56	86	31	0	79	67	6	23	22	
37	63	41	121	57	22	118	85	85	98	63	32	93	117	71	78	55	92	1	122	37	20	48	54	11	9	0	85	26	75	90	
24	48	33	28	25	29	21	46	83	105	6	56	103	97	84	31	103	97	85	70	97	19	42	52	66	95	63	0	74	55	88	
103	85	81	71	53	108	95	17	4	76	99	45	17	91	23	113	50	54	91	23	74	96	55	92	73	107	33	44	0	45	43	
109	34	68	3	114	14	115	34	45	7	97	120	106	17	13	8	100	61	57	89	88	15	38	59	6	66	8	112	98	0	111	
111	92	16	20	35	78	70	108	68	103	28	11	75	24	52	28	36	59	3	96	51	91	119	2	64	54	7	5	121	118	0	
