Clientes: 15
Máquinas: 4
Tiempos de procesamiento: 
79	24	94	72	3	79	1	51	85	18	58	53	17	83	35	49	
Tiempos de preparación: 
0	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	
18	0	23	29	37	26	10	4	29	2	49	48	10	47	37	12	
40	39	0	23	4	6	15	25	43	11	18	33	15	22	3	8	
15	46	27	0	10	19	6	2	1	20	11	29	21	10	32	36	
47	12	19	3	0	2	47	6	12	17	30	6	33	48	38	47	
11	25	45	5	21	0	23	19	45	33	21	45	4	36	29	29	
44	1	11	15	13	35	0	17	14	37	27	25	4	8	30	41	
33	11	23	43	40	24	4	0	11	46	22	11	29	47	6	32	
35	33	34	12	34	1	31	2	0	35	4	15	22	35	39	30	
36	42	25	22	8	3	20	47	26	0	23	14	27	1	24	7	
41	47	35	43	36	24	10	25	24	46	0	26	14	49	45	35	
25	34	34	21	32	14	47	44	22	17	42	0	47	40	11	25	
11	40	34	36	42	19	29	33	43	44	13	22	0	40	38	36	
20	44	38	26	28	23	46	15	41	43	10	13	16	0	7	16	
33	6	17	45	1	6	31	47	30	15	36	28	9	48	0	49	
21	4	42	35	47	30	12	31	8	8	45	5	7	10	22	0	
