Clientes: 25
Máquinas: 4
Tiempos de procesamiento: 
79	33	31	82	39	97	73	81	76	90	63	96	67	4	47	46	79	83	82	65	59	50	19	19	32	69	
Tiempos de preparación: 
0	39	85	65	48	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	25	90	52	83	3	72	
70	0	91	84	122	4	71	118	111	50	20	9	4	83	123	88	8	110	10	46	45	22	114	78	59	5	
69	20	0	124	82	121	53	36	21	20	119	79	23	65	72	69	51	91	77	54	109	11	77	52	121	86	
62	98	41	0	107	23	54	41	27	73	40	108	70	93	20	26	48	74	40	70	75	111	14	61	13	26	
5	114	58	36	0	2	109	92	87	18	8	69	40	121	46	3	6	85	46	11	113	1	96	36	75	12	
103	41	85	58	54	0	21	71	15	70	4	111	71	48	78	33	2	22	37	101	18	82	103	83	103	25	
12	93	27	85	1	63	0	95	72	39	55	5	93	11	11	43	80	74	29	86	122	107	54	123	4	91	
44	35	81	48	14	40	86	0	98	68	113	58	68	111	29	15	25	19	80	53	30	90	96	45	40	124	
63	7	37	42	60	95	45	86	0	5	2	70	78	101	31	51	44	19	45	48	65	9	122	90	87	77	
76	18	116	43	113	97	82	49	103	0	54	90	98	84	11	60	24	72	5	38	48	95	24	91	50	68	
27	74	114	12	72	79	99	24	97	26	0	2	21	122	19	69	36	8	95	70	91	41	65	51	112	5	
107	24	95	99	47	121	24	51	71	74	122	0	18	28	96	101	60	58	103	17	115	121	21	27	65	115	
39	32	91	31	96	17	78	100	100	48	10	23	0	105	94	73	51	43	70	4	6	102	40	2	35	18	
104	18	85	75	38	111	15	29	78	105	119	49	58	0	9	84	33	116	30	115	96	59	123	82	37	5	
1	85	42	106	61	103	76	14	120	36	24	34	83	98	0	122	96	15	52	81	72	60	100	40	52	5	
53	31	23	123	89	41	35	93	61	13	10	121	115	21	11	0	111	117	34	80	11	8	13	106	22	124	
114	62	29	60	38	68	47	102	34	5	101	59	45	11	27	106	0	23	37	102	14	117	112	60	109	82	
119	75	119	89	23	37	46	22	98	74	81	71	77	3	49	47	68	0	85	105	112	95	67	93	54	39	
83	71	3	32	118	122	16	75	72	71	99	94	107	20	115	16	29	8	0	87	106	70	71	88	13	31	
89	68	1	61	70	29	114	109	35	52	16	29	49	91	39	120	97	74	25	0	15	29	16	31	58	83	
48	53	99	28	59	62	101	89	65	101	85	10	65	75	118	100	62	69	64	111	0	96	38	42	68	111	
85	67	19	16	18	49	9	100	37	107	63	95	104	39	119	44	75	79	113	16	89	0	43	115	27	47	
21	114	73	18	27	114	22	14	116	40	89	9	24	33	44	120	15	107	90	118	21	20	0	97	32	98	
58	85	47	123	63	97	85	110	86	33	3	112	82	84	61	74	59	85	82	82	117	2	77	0	67	44	
82	102	120	124	121	92	31	31	113	77	29	111	109	49	96	70	81	35	118	38	118	114	47	113	0	11	
70	5	70	63	66	83	6	45	60	1	44	117	29	75	83	77	87	47	63	72	95	95	77	51	5	0	
