Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	19	5	99	39	66	37	14	32	14	40	80	39	67	17	12	
Tiempos de preparación: 
0	6	30	7	3	34	17	43	22	11	34	34	2	30	7	26	
28	0	2	28	7	28	19	19	12	8	6	3	46	17	32	7	
6	24	0	42	49	11	14	17	19	11	25	33	25	6	45	47	
18	5	10	0	35	6	42	41	38	17	10	49	29	20	7	26	
40	41	39	37	0	15	31	36	31	44	9	5	10	38	42	40	
15	48	37	37	4	0	3	22	14	44	13	3	11	28	7	40	
47	47	14	21	39	8	0	8	9	43	48	39	43	7	43	3	
11	1	36	42	48	23	34	0	7	25	6	21	25	24	28	35	
44	7	39	30	4	8	1	47	0	15	13	7	9	12	1	2	
33	18	44	9	18	35	7	22	13	0	40	28	43	2	4	18	
35	25	36	8	36	26	43	39	33	43	0	37	4	7	48	12	
36	18	48	18	40	47	31	14	32	37	40	0	1	28	18	43	
41	29	27	11	9	13	23	44	38	16	38	27	0	15	30	30	
25	26	28	41	48	32	14	38	29	44	7	17	32	0	46	17	
11	15	20	10	48	46	25	7	9	47	6	47	19	43	0	24	
20	33	29	9	9	7	49	7	43	18	49	23	17	12	39	0	
