Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	75	38	58	34	17	62	85	77	29	81	10	60	57	51	11	41	61	61	34	30	
Tiempos de preparación: 
0	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	11	
44	0	4	8	5	32	43	15	13	14	25	13	5	23	24	44	32	49	16	24	7	
33	9	0	5	27	20	49	19	44	41	35	25	47	10	33	5	15	15	3	34	27	
35	22	14	0	45	26	36	19	25	24	23	40	47	30	4	2	7	23	7	30	18	
36	3	15	47	0	49	25	30	5	44	44	12	33	26	33	47	21	14	33	45	39	
41	12	18	34	9	0	47	38	11	10	16	22	44	38	24	10	35	24	39	20	33	
25	38	19	49	21	1	0	33	23	26	46	12	21	40	23	39	25	32	41	18	47	
11	1	33	19	1	22	42	0	10	12	21	4	37	9	46	6	9	22	6	46	45	
20	32	42	12	8	38	34	2	0	18	21	43	35	18	48	23	41	48	49	39	13	
33	12	10	21	4	24	17	9	32	0	44	20	28	44	7	25	6	14	18	39	21	
21	35	16	14	25	38	17	48	30	21	0	47	19	33	14	33	10	17	7	31	31	
5	43	25	1	21	19	12	2	29	30	19	0	24	1	10	39	19	34	27	36	37	
40	7	12	40	30	49	4	14	9	26	20	40	0	7	19	20	12	44	44	28	45	
23	23	8	20	46	14	29	40	32	18	18	23	6	0	29	34	45	15	34	4	28	
38	42	34	3	37	40	21	13	7	16	7	39	16	34	0	47	35	36	11	19	26	
12	47	42	48	21	47	33	10	47	47	43	6	30	41	40	0	37	33	35	9	45	
21	47	29	7	36	49	41	33	40	32	48	14	13	46	6	12	0	22	8	49	31	
10	10	2	30	16	31	21	6	18	9	45	31	5	42	15	16	29	0	20	7	17	
23	10	43	16	23	7	17	29	23	43	41	22	29	2	23	9	17	9	0	34	27	
10	31	43	22	18	47	15	37	13	48	7	25	15	16	23	35	44	29	7	0	23	
43	2	49	14	28	29	20	1	37	36	14	22	13	1	15	40	18	17	5	5	0	
