Clientes: 30
Máquinas: 4
Tiempos de procesamiento: 
79	86	64	52	17	4	74	22	5	77	48	61	97	97	97	32	72	28	98	32	17	44	17	49	6	61	31	93	53	8	95	
Tiempos de preparación: 
0	49	28	32	11	35	40	19	40	40	29	17	16	26	2	18	21	8	21	44	40	12	35	29	42	41	21	17	40	1	1	
29	0	21	40	17	10	31	16	47	4	13	7	17	48	17	15	20	33	44	10	27	44	36	49	46	24	42	48	2	48	37	
6	2	0	17	8	46	38	22	33	4	24	36	21	36	8	25	3	22	44	40	22	4	22	16	44	21	17	18	18	15	25	
34	17	2	0	31	33	15	28	27	36	11	30	16	2	7	2	9	31	9	35	25	4	7	28	25	27	22	1	43	44	18	
16	8	24	34	0	15	6	23	29	33	49	20	48	34	35	49	40	41	13	26	49	47	1	3	10	33	32	41	10	32	35	
16	10	6	47	33	0	39	17	38	17	45	26	21	21	24	6	11	28	1	3	45	32	7	43	32	10	8	21	41	48	35	
24	29	38	44	34	36	0	33	28	3	21	45	4	3	16	29	31	26	44	15	32	2	10	14	9	8	1	23	15	21	19	
6	19	12	47	7	6	36	0	42	38	15	1	15	15	9	22	35	37	3	17	36	22	48	38	32	17	46	39	17	24	10	
39	43	47	28	5	1	34	15	0	36	32	9	6	32	28	20	45	49	11	32	7	27	18	29	30	11	11	46	12	5	13	
14	35	14	11	33	41	20	33	31	0	35	24	13	43	30	49	21	5	44	25	15	31	31	46	4	15	26	15	30	27	26	
1	35	45	17	4	6	49	45	26	37	0	26	16	11	43	9	40	42	34	45	36	9	15	22	44	17	25	15	42	44	44	
18	25	21	34	20	37	38	30	41	38	6	0	28	19	21	38	12	34	34	4	18	34	44	31	4	21	31	20	45	45	18	
35	40	44	42	16	29	12	8	22	41	48	10	0	3	31	28	28	24	39	13	8	47	35	46	46	22	1	17	3	20	17	
17	3	37	12	2	34	32	35	45	39	7	42	42	0	16	49	23	48	27	47	37	39	10	39	30	7	40	2	7	12	9	
48	26	34	16	19	45	17	3	33	3	4	22	9	45	0	20	30	44	42	28	26	44	21	21	5	15	1	11	6	7	17	
36	17	15	47	1	30	21	2	2	24	34	4	27	11	18	0	27	30	47	26	28	30	2	22	1	27	31	16	27	41	26	
39	33	13	42	3	16	48	37	36	49	39	10	38	47	41	48	0	15	23	34	17	4	12	3	11	38	8	37	20	28	20	
20	16	4	3	34	46	11	49	49	47	35	48	41	1	36	39	46	0	39	9	20	23	31	23	39	33	38	28	40	26	3	
48	19	45	23	22	3	7	23	13	11	22	16	46	25	7	46	16	45	0	42	6	10	17	28	40	45	23	23	33	1	18	
10	14	8	41	14	35	19	17	42	41	34	3	19	49	4	48	12	5	15	0	7	3	20	16	19	3	11	19	25	38	3	
19	30	7	21	42	47	35	28	21	2	25	18	40	32	36	45	36	39	7	40	0	4	13	42	28	34	17	36	49	35	16	
38	38	42	2	44	14	43	46	48	26	18	5	1	35	49	33	26	44	24	15	1	0	14	24	19	12	2	8	33	37	7	
26	23	9	44	16	10	43	34	3	45	37	34	13	41	34	3	40	22	33	40	45	3	0	40	15	26	14	31	33	21	14	
9	20	28	36	28	27	7	42	21	40	45	16	27	29	33	23	18	40	19	45	23	9	40	0	25	4	10	7	18	40	39	
23	43	9	14	21	1	47	48	12	39	24	3	39	44	34	23	27	13	41	17	36	41	44	49	0	36	24	3	46	30	25	
18	41	24	19	1	38	44	6	35	47	17	29	21	24	19	15	14	41	46	26	37	18	12	28	12	0	16	15	36	18	16	
49	21	48	7	45	22	12	38	16	17	28	14	39	7	39	13	25	5	26	22	6	7	14	24	18	47	0	35	38	12	26	
48	12	32	3	10	43	3	31	6	40	46	27	18	15	16	24	5	34	5	14	10	31	19	17	44	42	39	0	41	33	28	
39	8	14	39	39	16	4	33	18	34	43	13	35	20	30	1	41	10	5	25	19	23	39	49	41	6	43	34	0	1	40	
45	22	33	47	35	22	42	2	25	30	24	14	23	37	48	47	22	4	43	31	13	18	49	35	13	4	27	18	3	0	16	
49	23	42	37	6	39	27	32	36	33	7	16	8	25	38	49	24	41	21	32	34	8	45	8	12	30	20	16	12	42	0	
