Clientes: 20
Máquinas: 4
Tiempos de procesamiento: 
79	22	67	53	8	93	67	20	29	58	54	40	83	53	97	81	22	88	73	72	51	
Tiempos de preparación: 
0	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	25	94	24	95	57	
77	0	52	67	81	49	14	32	64	94	54	12	5	73	25	60	50	13	84	51	54	
79	55	0	1	99	66	81	99	23	46	7	97	85	68	49	53	48	96	64	79	60	
66	59	31	0	71	61	4	95	21	54	6	3	3	60	57	3	57	22	83	54	44	
99	28	61	39	0	13	29	86	63	74	82	28	54	40	84	84	11	43	88	5	63	
66	40	8	63	42	0	67	20	42	22	41	23	76	83	50	35	22	61	63	6	22	
73	36	87	47	89	25	0	29	71	34	71	57	38	34	96	43	96	36	11	15	77	
79	30	53	98	4	36	48	0	38	56	7	99	59	27	35	45	73	22	69	1	90	
34	3	71	48	38	4	42	81	0	97	76	89	10	53	19	63	51	21	96	97	58	
70	50	2	55	10	26	89	54	97	0	9	23	97	99	26	68	45	61	69	86	42	
82	67	62	31	76	14	48	37	62	68	0	34	57	24	81	57	79	90	82	68	42	
14	79	75	65	76	74	88	43	17	49	12	0	1	89	76	63	18	53	74	65	87	
89	34	31	19	91	55	1	46	34	88	28	99	0	31	6	72	93	81	44	81	22	
9	60	28	32	61	15	8	22	33	58	95	95	46	0	27	27	64	16	79	62	61	
85	11	51	87	10	81	92	80	74	71	24	53	93	84	0	78	25	45	93	30	64	
8	24	88	59	19	34	83	45	95	99	22	58	58	32	7	0	45	40	87	37	20	
35	59	7	43	10	99	27	87	22	69	78	49	33	2	37	89	0	21	68	73	63	
93	62	70	85	18	28	15	24	73	54	11	8	73	67	14	17	76	0	11	41	63	
41	30	11	40	79	41	41	14	31	59	82	2	21	42	71	6	59	96	0	18	82	
74	67	72	90	75	45	57	86	59	33	95	1	93	23	9	33	99	47	72	0	14	
30	77	29	93	76	49	35	45	52	93	42	70	75	9	42	65	81	84	20	66	0	
