Clientes: 15
Máquinas: 2
Tiempos de procesamiento: 
79	37	77	83	32	45	50	66	24	98	19	59	30	51	36	18	
Tiempos de preparación: 
0	6	82	19	27	72	21	29	9	33	42	37	95	51	81	87	
57	0	12	55	58	88	91	39	32	23	17	74	42	65	3	9	
83	37	0	26	13	34	4	31	8	60	97	37	55	48	6	88	
25	35	21	0	39	46	75	96	32	67	35	64	87	50	36	30	
94	15	38	36	0	49	61	48	82	65	76	89	23	73	26	77	
24	20	29	64	54	0	50	3	97	23	99	29	87	32	90	75	
95	81	27	3	93	62	0	38	43	22	83	25	84	59	13	7	
57	31	36	82	50	65	46	0	4	13	48	1	35	45	27	21	
77	77	18	95	56	42	95	50	0	2	31	90	21	14	15	5	
79	70	25	10	1	61	91	48	26	0	37	51	36	84	49	68	
66	28	74	88	5	89	81	58	29	76	0	6	30	5	95	49	
99	18	9	51	86	33	60	86	93	51	35	0	17	87	83	50	
66	70	31	19	97	3	5	99	91	86	57	20	0	60	61	47	
73	65	56	95	82	64	45	66	95	5	53	86	56	0	85	4	
79	41	66	53	9	94	69	4	96	74	1	85	60	56	0	5	
34	18	17	50	82	72	43	63	35	87	29	30	92	79	16	0	
