Clientes: 30
Máquinas: 2
Tiempos de procesamiento: 
79	56	12	75	84	28	42	31	45	13	96	35	47	45	19	80	87	25	1	71	56	48	4	12	31	4	40	19	17	90	39	
Tiempos de preparación: 
0	84	96	51	80	81	122	68	51	115	83	49	36	44	28	120	70	21	19	107	37	9	113	124	117	19	21	5	73	113	56	
13	0	116	111	53	83	105	55	16	111	31	14	79	43	37	75	40	51	99	111	112	116	73	83	3	69	31	72	66	107	82	
72	98	0	98	73	85	26	91	1	16	107	111	107	56	1	25	92	75	1	18	109	111	65	37	119	23	99	124	114	46	65	
88	32	4	0	98	5	76	58	90	103	58	106	85	105	88	16	105	112	107	56	48	60	100	34	1	12	89	83	110	88	72	
124	92	88	39	0	95	61	43	106	119	9	84	112	50	104	92	73	119	9	120	37	64	44	33	99	77	93	47	101	51	92	
88	64	59	59	27	0	97	29	24	76	71	18	84	30	65	69	10	33	17	64	41	12	101	40	55	9	74	68	101	120	44	
104	87	88	44	21	22	0	6	54	111	29	5	57	106	24	22	47	92	31	15	44	31	115	55	7	90	46	75	39	49	111	
121	35	92	9	58	71	30	0	15	77	19	61	105	23	117	87	106	15	69	73	105	83	52	11	73	106	77	38	87	87	12	
91	11	9	106	39	18	39	109	0	47	54	61	1	114	102	23	43	64	4	117	68	12	33	26	63	104	34	104	56	7	3	
30	79	18	13	87	124	51	104	98	0	96	86	87	32	86	13	9	44	55	8	107	107	11	118	15	36	116	118	5	32	110	
47	11	34	64	89	106	26	24	93	6	0	121	64	27	84	31	113	96	100	92	86	43	75	68	54	4	82	25	120	12	30	
49	27	121	100	120	60	124	101	21	23	69	0	86	80	68	113	99	99	37	70	10	4	91	52	78	34	105	82	51	6	13	
14	62	95	99	118	70	94	53	6	6	74	28	0	11	95	107	14	83	81	112	119	86	57	59	52	109	72	21	25	89	72	
82	30	101	69	60	11	63	6	40	51	11	46	60	0	98	116	31	17	5	49	33	53	104	55	109	38	42	29	109	63	54	
28	10	70	83	110	74	19	57	12	84	96	123	30	77	0	58	63	68	24	79	9	73	48	61	52	102	105	25	19	10	69	
42	17	63	78	86	81	124	36	35	56	107	54	87	105	19	0	40	99	82	43	122	96	51	6	19	47	117	56	28	17	75	
13	37	22	91	35	99	113	115	34	24	86	25	66	15	112	107	0	34	87	81	115	5	14	22	56	80	41	102	72	96	5	
97	25	106	101	46	9	11	80	121	62	114	80	23	74	21	97	121	0	3	6	83	19	56	88	33	78	19	48	54	120	119	
122	85	61	19	67	97	124	75	44	80	7	41	5	86	63	14	106	35	0	11	109	101	93	63	32	56	31	109	74	78	98	
32	6	73	59	2	27	61	98	87	71	77	42	77	117	106	38	115	119	19	0	86	5	63	62	98	2	93	29	92	14	39	
15	46	111	104	54	105	105	16	41	14	102	111	91	79	63	19	60	36	10	115	0	55	95	119	53	32	28	114	60	117	82	
34	9	31	3	120	70	116	36	50	7	77	123	109	123	25	123	122	44	59	33	53	0	49	23	23	103	76	114	7	1	49	
100	59	82	58	25	20	113	94	71	24	79	78	36	77	122	95	102	120	28	81	114	60	0	9	98	19	91	77	94	80	19	
3	30	64	13	112	121	37	67	45	6	14	5	84	27	100	96	84	70	73	79	97	89	5	0	93	97	102	111	123	114	16	
93	78	68	45	18	80	92	74	116	95	119	57	108	59	16	70	34	112	29	40	120	43	72	85	0	47	40	117	85	86	116	
28	10	101	69	78	82	22	93	109	32	21	79	86	77	122	20	29	67	53	16	31	28	71	74	100	0	31	56	15	84	16	
82	37	75	86	73	79	99	30	101	67	75	68	23	89	29	100	87	48	4	89	36	79	56	64	25	5	0	99	116	120	49	
113	75	72	85	25	33	34	103	7	123	15	9	9	82	32	98	110	7	120	93	70	84	5	24	15	4	48	0	79	102	39	
32	75	26	49	22	47	73	114	80	112	120	14	2	4	23	84	95	120	5	101	115	98	46	10	38	69	85	101	0	53	99	
90	14	27	109	99	76	66	21	24	55	36	11	110	50	73	50	8	92	20	3	96	121	53	5	102	122	102	107	82	0	14	
37	35	57	27	61	41	62	72	107	82	96	37	54	42	83	103	50	8	110	17	27	48	49	83	36	113	61	33	91	43	0	
