Clientes: 15
Máquinas: 4
Tiempos de procesamiento: 
79	98	65	45	34	79	24	89	80	96	93	45	61	86	20	74	
Tiempos de preparación: 
0	19	27	72	21	29	9	33	42	37	95	51	81	87	57	83	
25	0	40	86	31	34	34	94	92	25	63	98	61	7	84	99	
94	82	0	43	26	3	81	11	83	68	19	1	78	30	9	51	
24	9	83	0	3	48	67	33	79	98	26	72	24	86	68	84	
95	92	52	83	0	73	95	8	73	74	16	56	42	34	54	18	
57	63	62	66	69	0	44	69	18	9	99	94	8	25	64	29	
77	12	32	11	2	84	0	92	74	77	97	45	49	13	1	90	
79	46	52	6	7	15	72	0	75	56	39	90	62	38	85	69	
66	61	49	95	70	79	7	71	0	63	98	44	38	95	88	86	
99	8	87	74	51	39	77	57	51	0	49	30	5	85	21	67	
66	22	4	36	82	50	32	52	29	36	0	21	89	34	64	25	
73	27	51	11	32	38	82	82	74	60	37	0	26	7	64	30	
79	92	82	96	12	85	31	93	34	60	43	62	0	95	61	50	
34	27	26	74	53	76	83	82	12	65	62	85	25	0	96	11	
70	30	60	39	22	43	35	31	26	65	22	57	23	64	0	20	
82	18	25	67	42	48	41	92	22	24	74	33	89	36	17	0	
