Clientes: 15
Máquinas: 8
Tiempos de procesamiento: 
79	8	94	38	74	4	82	80	13	62	3	34	28	82	94	65	
Tiempos de preparación: 
0	109	88	77	83	15	75	59	95	99	118	3	121	11	62	50	
25	0	97	11	72	53	60	90	4	42	45	31	91	79	103	32	
90	84	0	45	46	45	106	103	27	113	110	113	24	43	40	110	
52	115	13	0	17	23	83	24	75	79	114	78	120	34	108	22	
83	48	23	53	0	7	3	99	52	109	13	14	33	123	62	56	
3	101	102	41	91	0	114	117	114	73	17	64	87	66	78	82	
72	99	121	40	82	19	0	92	88	82	2	75	66	15	25	34	
70	73	86	89	49	63	65	0	15	53	57	64	61	9	4	23	
69	74	17	40	108	13	15	65	0	92	107	89	49	108	39	50	
62	122	63	83	70	25	47	118	87	0	111	69	75	103	8	71	
5	112	71	29	61	87	5	105	100	19	0	45	3	61	9	51	
103	45	108	100	102	106	58	108	6	40	37	0	29	26	105	39	
12	64	49	46	51	119	74	48	18	14	28	53	0	33	8	55	
44	93	17	105	73	60	16	51	41	73	94	107	112	0	6	11	
63	73	111	109	12	95	30	123	25	40	106	42	53	9	0	30	
76	85	76	84	114	28	124	62	87	15	48	4	23	17	110	0	
