Clientes: 20
Máquinas: 2
Tiempos de procesamiento: 
79	2	92	2	76	92	51	45	52	75	20	24	72	67	29	87	94	95	34	65	24	
Tiempos de preparación: 
0	6	30	7	3	34	17	43	22	11	34	34	2	30	7	26	28	6	18	40	15	
47	0	36	4	11	47	43	12	30	3	37	13	12	22	30	37	24	40	26	43	12	
11	37	0	23	45	42	3	14	24	44	12	42	8	30	28	16	40	31	15	7	11	
44	17	48	0	28	34	20	8	21	48	4	3	41	20	44	15	15	41	22	33	20	
33	22	49	12	0	29	29	45	49	24	26	14	30	41	36	33	19	25	4	31	1	
35	7	39	3	4	0	9	2	18	23	43	44	11	13	16	10	30	49	38	30	5	
36	17	11	23	2	2	0	9	35	25	38	43	6	39	49	45	46	3	9	4	25	
41	37	46	25	47	14	45	0	8	48	45	1	28	49	18	43	22	19	44	36	9	
25	19	29	2	30	18	7	30	0	20	14	38	23	44	25	24	19	23	42	14	35	
11	41	14	40	24	18	13	18	45	0	37	17	31	1	36	10	3	21	33	14	1	
20	3	27	38	30	21	19	4	39	41	0	45	9	31	41	22	26	21	40	44	38	
33	35	31	10	21	31	45	35	38	21	18	0	2	21	25	34	15	10	5	33	13	
21	49	29	14	8	10	5	34	40	30	24	34	0	23	14	20	33	34	2	33	25	
5	44	5	42	2	25	23	35	39	32	39	27	1	0	43	6	14	1	20	23	40	
40	11	9	19	49	31	33	20	14	22	26	47	46	20	0	2	44	26	31	22	11	
23	26	4	6	3	9	48	14	27	5	33	6	44	48	14	0	13	48	44	45	23	
38	9	23	48	11	19	23	12	18	49	42	39	15	23	48	20	0	26	12	19	39	
12	39	23	27	44	22	26	8	34	29	7	35	2	15	8	5	25	0	31	27	41	
21	5	31	39	43	46	12	46	16	42	9	39	36	3	12	19	46	33	0	44	9	
10	23	28	15	8	34	35	20	38	15	6	20	7	10	2	1	9	3	17	0	5	
23	23	10	18	13	1	20	29	19	21	18	18	29	40	45	49	3	29	39	27	0	
