Clientes: 15
Máquinas: 8
Tiempos de procesamiento: 
79	68	62	37	76	43	17	20	94	28	6	93	54	13	82	25	
Tiempos de preparación: 
0	43	22	11	34	34	2	30	7	26	28	6	18	40	15	47	
11	0	2	47	32	23	21	46	35	21	37	30	11	16	22	42	
44	2	0	9	42	4	5	41	8	13	7	36	36	10	19	41	
33	13	38	0	16	19	40	48	42	12	44	32	37	37	13	3	
35	3	34	1	0	10	47	42	18	2	39	30	19	45	17	5	
36	10	40	1	23	0	28	17	46	19	15	38	35	14	26	27	
41	6	38	29	14	27	0	29	23	30	22	40	31	16	20	1	
25	11	41	10	21	37	16	0	48	15	32	44	38	2	38	23	
11	20	14	49	26	7	34	39	0	38	13	17	18	39	12	49	
20	5	36	5	21	33	14	46	20	0	29	44	34	16	43	23	
33	22	36	1	47	5	6	23	11	39	0	17	49	7	38	17	
21	46	49	21	6	40	25	26	23	44	22	0	42	23	21	32	
5	44	20	10	21	6	10	18	11	20	40	26	0	14	12	25	
40	21	5	47	22	4	23	27	49	48	4	22	42	0	30	15	
23	20	2	46	19	26	6	40	31	20	8	46	45	4	0	23	
38	9	20	3	29	25	5	6	33	28	33	32	26	41	5	0	
